web-scraper-order,web-scraper-start-url,schoollınk,schoollınk-href,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,headıng,Stats
"1548663564-1858","https://matokeo.necta.go.tz/csee/csee.htm","S3413 LIPARAMBA","https://matokeo.necta.go.tz/csee/results/s3413.htm","S3413/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'D'   ENGL - 'D'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3413 LIPARAMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 24;  DIV-0 = 7"
"1548679574-5829","https://matokeo.necta.go.tz/csee/csee.htm","P0407 MUGEZA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0407.htm","P0407/0001","F","-","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   ENGL - 'C'   LIT ENG - 'F'","P0407 MUGEZA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 2;  DIV-III = 4;  DIV-IV = 106;  DIV-0 = 22"
"1548662035-1525","https://matokeo.necta.go.tz/csee/csee.htm","S3766 MUGUNZU","https://matokeo.necta.go.tz/csee/results/s3766.htm","S3766/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S3766 MUGUNZU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 8;  DIV-IV = 15;  DIV-0 = 1"
"1548658589-583","https://matokeo.necta.go.tz/csee/csee.htm","S4827 ST. PETER CLAVER HIGH SCHOOL","https://matokeo.necta.go.tz/csee/results/s4827.htm","S4827/0001","F","20","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   B/KNOWL - 'C'   KISW - 'C'   ENGL - 'B'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'C'","S4827 ST. PETER CLAVER HIGH SCHOOL","DIV-I = 26;  DIV-II = 92;  DIV-III = 48;  DIV-IV = 21;  DIV-0 = 1"
"1548665483-2286","https://matokeo.necta.go.tz/csee/csee.htm","S2979 IKINDILO","https://matokeo.necta.go.tz/csee/results/s2979.htm","S2979/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S2979 IKINDILO  SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 5;  DIV-III = 6;  DIV-IV = 5;  DIV-0 = 2"
"1548672053-3797","https://matokeo.necta.go.tz/csee/csee.htm","S1386 LYASIKIKA","https://matokeo.necta.go.tz/csee/results/s1386.htm","S1386/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S1386 LYASIKIKA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 5;  DIV-III = 7;  DIV-IV = 39;  DIV-0 = 10"
"1548657528-367","https://matokeo.necta.go.tz/csee/csee.htm","S5068 JOEL BENDERA","https://matokeo.necta.go.tz/csee/results/s5068.htm","S5068/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S5068 JOEL BENDERA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 6;  DIV-IV = 25;  DIV-0 = 9"
"1548665783-2350","https://matokeo.necta.go.tz/csee/csee.htm","S2915 KILIMATEMBO","https://matokeo.necta.go.tz/csee/results/s2915.htm","S2915/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   AGRI - 'D'   B/MATH - 'F'","S2915 KILIMATEMBO  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 8;  DIV-IV = 18;  DIV-0 = 11"
"1548674318-4290","https://matokeo.necta.go.tz/csee/csee.htm","S0830 MASIMBWE","https://matokeo.necta.go.tz/csee/results/s0830.htm","S0830/0001","F","29","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S0830 MASIMBWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 12;  DIV-0 = 4"
"1548679204-5677","https://matokeo.necta.go.tz/csee/csee.htm","P0712 BARIADI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0712.htm","P0712/0001","F","-","0","ENGL - 'D'   PHY - 'F'   CHEM - 'F'","P0712 BARIADI SECONDARY SCHOOL CENTRE","DIV-I = 1;  DIV-II = 3;  DIV-III = 18;  DIV-IV = 85;  DIV-0 = 26"
"1548660629-1036","https://matokeo.necta.go.tz/csee/csee.htm","S4297 KALUMELE","https://matokeo.necta.go.tz/csee/results/s4297.htm","S4297/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S4297 KALUMELE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 11;  DIV-IV = 49;  DIV-0 = 11"
"1548676033-4633","https://matokeo.necta.go.tz/csee/csee.htm","S0431 MTWANGO","https://matokeo.necta.go.tz/csee/results/s0431.htm","S0431/0001","F","29","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S0431 MTWANGO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 8;  DIV-IV = 24;  DIV-0 = 9"
"1548662477-1626","https://matokeo.necta.go.tz/csee/csee.htm","S3654 KAKOMA","https://matokeo.necta.go.tz/csee/results/s3654.htm","S3654/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3654 KAKOMA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 0;  DIV-III = 8;  DIV-IV = 23;  DIV-0 = 21"
"1548674633-4353","https://matokeo.necta.go.tz/csee/csee.htm","S0758 KIJOTA","https://matokeo.necta.go.tz/csee/results/s0758.htm","S0758/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S0758 KIJOTA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 14;  DIV-IV = 41;  DIV-0 = 40"
"1548669344-3175","https://matokeo.necta.go.tz/csee/csee.htm","S2055 MUTENGA","https://matokeo.necta.go.tz/csee/results/s2055.htm","S2055/0001","F","24","III","CIV - 'D'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S2055 MUTENGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 19;  DIV-0 = 2"
"1548661243-1248","https://matokeo.necta.go.tz/csee/csee.htm","S4060 KETUMBEINE","https://matokeo.necta.go.tz/csee/results/s4060.htm","S4060/0001","F","29","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'C'   B/MATH - 'F'","S4060 KETUMBEINE SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 4;  DIV-III = 15;  DIV-IV = 80;  DIV-0 = 34"
"1548679513-5804","https://matokeo.necta.go.tz/csee/csee.htm","P0448 SAADANI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0448.htm","P0448/0001","F","30","IV","CIV - 'F'   GEO - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","P0448 SAADANI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 1;  DIV-III = 0;  DIV-IV = 4;  DIV-0 = 0"
"1548674646-4356","https://matokeo.necta.go.tz/csee/csee.htm","S0755 MUKULAT","https://matokeo.necta.go.tz/csee/results/s0755.htm","S0755/0001","F","24","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'   FOOD - 'C'","S0755 MUKULAT SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 22;  DIV-IV = 87;  DIV-0 = 29"
"1548660285-960","https://matokeo.necta.go.tz/csee/csee.htm","S4382 BWINA","https://matokeo.necta.go.tz/csee/results/s4382.htm","S4382/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'F'   B/MATH - 'F'","S4382 BWINA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 3;  DIV-III = 6;  DIV-IV = 40;  DIV-0 = 12"
"1548669963-3315","https://matokeo.necta.go.tz/csee/csee.htm","S1908 BUHEMBA","https://matokeo.necta.go.tz/csee/results/s1908.htm","S1908/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S1908 BUHEMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 7;  DIV-IV = 23;  DIV-0 = 5"
"1548677563-5005","https://matokeo.necta.go.tz/csee/csee.htm","P4416 MIZENGO  CENTRE","https://matokeo.necta.go.tz/csee/results/p4416.htm","P4416/0001","F","20","II","CIV - 'C'   HIST - 'B'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'F'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","P4416 MIZENGO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 1;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548679029-5601","https://matokeo.necta.go.tz/csee/csee.htm","P0889 TWAYYIBAT SEMINARY CENTRE","https://matokeo.necta.go.tz/csee/results/p0889.htm","P0889/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'F'   B/MATH - 'F'","P0889 TWAYYIBAT SEMINARY CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 8;  DIV-IV = 105;  DIV-0 = 23"
"1548679343-5735","https://matokeo.necta.go.tz/csee/csee.htm","P0600 BUNDA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0600.htm","P0600/0001","F","-","0","PHY - 'D'   B/MATH - 'F'","P0600 BUNDA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 25;  DIV-0 = 18"
"1548665123-2201","https://matokeo.necta.go.tz/csee/csee.htm","S3064 NYABISHENGE","https://matokeo.necta.go.tz/csee/results/s3064.htm","S3064/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3064 NYABISHENGE SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 8;  DIV-III = 20;  DIV-IV = 83;  DIV-0 = 34"
"1548662031-1524","https://matokeo.necta.go.tz/csee/csee.htm","S3767 MPOTOLA","https://matokeo.necta.go.tz/csee/results/s3767.htm","S3767/0001","F","24","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'D'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S3767 MPOTOLA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 12;  DIV-IV = 58;  DIV-0 = 9"
"1548665683-2331","https://matokeo.necta.go.tz/csee/csee.htm","S2934 MSANGAWALE","https://matokeo.necta.go.tz/csee/results/s2934.htm","S2934/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2934 MSANGAWALE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 8;  DIV-IV = 38;  DIV-0 = 14"
"1548665319-2238","https://matokeo.necta.go.tz/csee/csee.htm","S3027 IHUGI","https://matokeo.necta.go.tz/csee/results/s3027.htm","S3027/0001","F","25","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S3027 IHUGI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 4;  DIV-IV = 20;  DIV-0 = 5"
"1548673412-4101","https://matokeo.necta.go.tz/csee/csee.htm","S1046 TUMBATU","https://matokeo.necta.go.tz/csee/results/s1046.htm","S1046/0001","F","33","IV","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   ARABIC LANGUAGE - 'X'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1046 TUMBATU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 13;  DIV-IV = 61;  DIV-0 = 31"
"1548658603-586","https://matokeo.necta.go.tz/csee/csee.htm","S4824 NJORO","https://matokeo.necta.go.tz/csee/results/s4824.htm","S4824/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S4824 NJORO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 11;  DIV-III = 1;  DIV-IV = 29;  DIV-0 = 8"
"1548671598-3691","https://matokeo.necta.go.tz/csee/csee.htm","S1504 KATOMA","https://matokeo.necta.go.tz/csee/results/s1504.htm","S1504/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S1504 KATOMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 8;  DIV-IV = 40;  DIV-0 = 17"
"1548671234-3603","https://matokeo.necta.go.tz/csee/csee.htm","S1598 KAKONKO","https://matokeo.necta.go.tz/csee/results/s1598.htm","S1598/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S1598 KAKONKO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 6;  DIV-III = 12;  DIV-IV = 33;  DIV-0 = 4"
"1548679348-5737","https://matokeo.necta.go.tz/csee/csee.htm","P0595 RUVUMA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0595.htm","P0595/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   LIT ENG - 'F'   B/MATH - 'F'","P0595 RUVUMA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 11;  DIV-0 = 6"
"1548679350-5738","https://matokeo.necta.go.tz/csee/csee.htm","P0591 RUANDA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0591.htm","P0591/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","P0591 RUANDA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 5;  DIV-0 = 0"
"1548660584-1023","https://matokeo.necta.go.tz/csee/csee.htm","S4310 KITAWASI","https://matokeo.necta.go.tz/csee/results/s4310.htm","S4310/0001","F","25","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S4310 KITAWASI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 20;  DIV-IV = 14;  DIV-0 = 5"
"1548677991-5170","https://matokeo.necta.go.tz/csee/csee.htm","P2901 JAILA  CENTRE","https://matokeo.necta.go.tz/csee/results/p2901.htm","P2901/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'C'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","P2901 JAILA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 41;  DIV-0 = 65"
"1548675267-4481","https://matokeo.necta.go.tz/csee/csee.htm","S0613 NYAMPULUKANO","https://matokeo.necta.go.tz/csee/results/s0613.htm","S0613/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0613 NYAMPULUKANO SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 18;  DIV-III = 12;  DIV-IV = 38;  DIV-0 = 23"
"1548665493-2289","https://matokeo.necta.go.tz/csee/csee.htm","S2976 IKUNGULYABASHASHI","https://matokeo.necta.go.tz/csee/results/s2976.htm","S2976/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2976 IKUNGULYABASHASHI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 9;  DIV-IV = 13;  DIV-0 = 6"
"1548679520-5807","https://matokeo.necta.go.tz/csee/csee.htm","P0445 MWEMBETOGWA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0445.htm","P0445/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","P0445 MWEMBETOGWA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 7;  DIV-IV = 48;  DIV-0 = 16"
"1548671229-3602","https://matokeo.necta.go.tz/csee/csee.htm","S1599 BAOBAB","https://matokeo.necta.go.tz/csee/results/s1599.htm","S1599/0001","F","19","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'B'   LIT ENG - 'C'   BIO - 'B'   B/MATH - 'D'","S1599 BAOBAB SECONDARY SCHOOL","DIV-I = 51;  DIV-II = 105;  DIV-III = 59;  DIV-IV = 10;  DIV-0 = 0"
"1548658794-633","https://matokeo.necta.go.tz/csee/csee.htm","S4772 LWANDE","https://matokeo.necta.go.tz/csee/results/s4772.htm","S4772/0001","F","33","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4772 LWANDE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 16;  DIV-0 = 12"
"1548676072-4641","https://matokeo.necta.go.tz/csee/csee.htm","S0419 CHOME","https://matokeo.necta.go.tz/csee/results/s0419.htm","S0419/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S0419 CHOME SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 6;  DIV-III = 25;  DIV-IV = 40;  DIV-0 = 0"
"1548660317-966","https://matokeo.necta.go.tz/csee/csee.htm","S4376 MGERA","https://matokeo.necta.go.tz/csee/results/s4376.htm","S4376/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4376 MGERA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 15;  DIV-0 = 19"
"1548671629-3699","https://matokeo.necta.go.tz/csee/csee.htm","S1496 ST. AUGUSTINE NGARAMA","https://matokeo.necta.go.tz/csee/results/s1496.htm","S1496/0001","F","33","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   B/KNOWL - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S1496 ST. AUGUSTINE NGARAMA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 12;  DIV-III = 23;  DIV-IV = 26;  DIV-0 = 1"
"1548657431-347","https://matokeo.necta.go.tz/csee/csee.htm","S5091 MPANZI","https://matokeo.necta.go.tz/csee/results/s5091.htm","S5091/0001","F","27","IV","CIV - 'F'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S5091 MPANZI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 12;  DIV-IV = 9;  DIV-0 = 0"
"1548673857-4195","https://matokeo.necta.go.tz/csee/csee.htm","S0933 BASHNET","https://matokeo.necta.go.tz/csee/results/s0933.htm","S0933/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   AGRI - 'D'   B/MATH - 'F'","S0933 BASHNET SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 8;  DIV-III = 7;  DIV-IV = 19;  DIV-0 = 4"
"1548660999-1150","https://matokeo.necta.go.tz/csee/csee.htm","S4167 IYOGWE","https://matokeo.necta.go.tz/csee/results/s4167.htm","S4167/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   BIO - 'X'   B/MATH - 'X'","S4167 IYOGWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 22;  DIV-0 = 15"
"1548673919-4208","https://matokeo.necta.go.tz/csee/csee.htm","S0919 NDURUMA","https://matokeo.necta.go.tz/csee/results/s0919.htm","S0919/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0919 NDURUMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 10;  DIV-IV = 55;  DIV-0 = 31"
"1548672417-3878","https://matokeo.necta.go.tz/csee/csee.htm","S1292 SINGIDA","https://matokeo.necta.go.tz/csee/results/s1292.htm","S1292/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   COMP STUD - 'F'   B/MATH - 'C'","S1292 SINGIDA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 11;  DIV-III = 27;  DIV-IV = 48;  DIV-0 = 3"
"1548678216-5267","https://matokeo.necta.go.tz/csee/csee.htm","P1958 SHISHIYU  CENTRE","https://matokeo.necta.go.tz/csee/results/p1958.htm","P1958/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   CHEM - 'D'   BIO - 'F'   B/MATH - 'F'","P1958 SHISHIYU SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 33;  DIV-0 = 25"
"1548665458-2279","https://matokeo.necta.go.tz/csee/csee.htm","S2986 SHISHANI","https://matokeo.necta.go.tz/csee/results/s2986.htm","S2986/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2986 SHISHANI SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 7;  DIV-III = 3;  DIV-IV = 1;  DIV-0 = 2"
"1548661297-1267","https://matokeo.necta.go.tz/csee/csee.htm","S4037 MUNKINYA","https://matokeo.necta.go.tz/csee/results/s4037.htm","S4037/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'D'","S4037 MUNKINYA SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 9;  DIV-III = 13;  DIV-IV = 34;  DIV-0 = 4"
"1548664320-2036","https://matokeo.necta.go.tz/csee/csee.htm","S3233 KIMBIJI","https://matokeo.necta.go.tz/csee/results/s3233.htm","S3233/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","S3233 KIMBIJI SECONDARY SCHOOL","DIV-I = 9;  DIV-II = 15;  DIV-III = 29;  DIV-IV = 44;  DIV-0 = 10"
"1548671475-3660","https://matokeo.necta.go.tz/csee/csee.htm","S1536 NGOMA","https://matokeo.necta.go.tz/csee/results/s1536.htm","S1536/0001","F","33","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1536 NGOMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 11;  DIV-III = 23;  DIV-IV = 58;  DIV-0 = 17"
"1548660279-959","https://matokeo.necta.go.tz/csee/csee.htm","S4383 NAMWANGA","https://matokeo.necta.go.tz/csee/results/s4383.htm","S4383/0001","F","30","IV","CIV - 'C'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S4383 NAMWANGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 13;  DIV-0 = 5"
"1548669814-3287","https://matokeo.necta.go.tz/csee/csee.htm","S1939 MAWENI","https://matokeo.necta.go.tz/csee/results/s1939.htm","S1939/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   BIO - 'C'   B/MATH - 'F'","S1939 MAWENI SECONDARY SCHOOL","DIV-I = 4;  DIV-II = 14;  DIV-III = 14;  DIV-IV = 38;  DIV-0 = 3"
"1548663896-1939","https://matokeo.necta.go.tz/csee/csee.htm","S3331 JOROJIK","https://matokeo.necta.go.tz/csee/results/s3331.htm","S3331/0001","F","19","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'B'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'B'   AGRI - 'C'   B/MATH - 'F'","S3331 JOROJIK  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 11;  DIV-IV = 15;  DIV-0 = 7"
"1548661130-1203","https://matokeo.necta.go.tz/csee/csee.htm","S4110 BISHOP NKOLA","https://matokeo.necta.go.tz/csee/results/s4110.htm","S4110/0001","F","20","II","CIV - 'D'   HIST - 'C'   GEO - 'D'   B/KNOWL - 'B'   KISW - 'B'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S4110 BISHOP NKOLA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 7;  DIV-0 = 0"
