web-scraper-order,web-scraper-start-url,schoollınk,schoollınk-href,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,headıng,Stats
"1548664248-2024","https://matokeo.necta.go.tz/csee/csee.htm","S3246 SUBIRA","https://matokeo.necta.go.tz/csee/results/s3246.htm","S3246/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   PHY - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","S3246 SUBIRA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 23;  DIV-0 = 4"
"1548666552-2517","https://matokeo.necta.go.tz/csee/csee.htm","S2745 MTIMBWANI","https://matokeo.necta.go.tz/csee/results/s2745.htm","S2745/0001","F","20","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'B'   B/MATH - 'D'","S2745 MTIMBWANI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 9;  DIV-IV = 24;  DIV-0 = 8"
"1548671799-3738","https://matokeo.necta.go.tz/csee/csee.htm","S1454 LONDONI","https://matokeo.necta.go.tz/csee/results/s1454.htm","S1454/0001","F","30","IV","CIV - 'F'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S1454 LONDONI SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 11;  DIV-III = 23;  DIV-IV = 63;  DIV-0 = 6"
"1548659850-863","https://matokeo.necta.go.tz/csee/csee.htm","S4493 RELINI","https://matokeo.necta.go.tz/csee/results/s4493.htm","S4493/0001","F","30","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S4493 RELINI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 15;  DIV-III = 35;  DIV-IV = 124;  DIV-0 = 82"
"1548659065-701","https://matokeo.necta.go.tz/csee/csee.htm","S4701 LIKUNJA","https://matokeo.necta.go.tz/csee/results/s4701.htm","S4701/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4701 LIKUNJA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 3;  DIV-IV = 33;  DIV-0 = 12"
"1548656748-194","https://matokeo.necta.go.tz/csee/csee.htm","S5271 LWEZERA","https://matokeo.necta.go.tz/csee/results/s5271.htm","S5271/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S5271 LWEZERA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 6;  DIV-IV = 42;  DIV-0 = 28"
"1548671043-3556","https://matokeo.necta.go.tz/csee/csee.htm","S1653 RUBANGA","https://matokeo.necta.go.tz/csee/results/s1653.htm","S1653/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S1653 RUBANGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 15;  DIV-III = 17;  DIV-IV = 48;  DIV-0 = 8"
"1548663017-1741","https://matokeo.necta.go.tz/csee/csee.htm","S3531 RUTAMBA","https://matokeo.necta.go.tz/csee/results/s3531.htm","S3531/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3531 RUTAMBA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 13;  DIV-0 = 6"
"1548665867-2370","https://matokeo.necta.go.tz/csee/csee.htm","S2895 NG'HONG'HONA","https://matokeo.necta.go.tz/csee/results/s2895.htm","S2895/0001","F","27","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S2895 NG'HONG'HONA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 4;  DIV-III = 7;  DIV-IV = 24;  DIV-0 = 4"
"1548656633-158","https://matokeo.necta.go.tz/csee/csee.htm","S5317 TUNGULI","https://matokeo.necta.go.tz/csee/results/s5317.htm","S5317/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S5317 TUNGULI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 3;  DIV-IV = 12;  DIV-0 = 23"
"1548672475-3890","https://matokeo.necta.go.tz/csee/csee.htm","S1278 MBEZI","https://matokeo.necta.go.tz/csee/results/s1278.htm","S1278/0001","F","30","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S1278 MBEZI SECONDARY SCHOOL","DIV-I = 6;  DIV-II = 40;  DIV-III = 65;  DIV-IV = 41;  DIV-0 = 0"
"1548675135-4455","https://matokeo.necta.go.tz/csee/csee.htm","S0643 DAREDA","https://matokeo.necta.go.tz/csee/results/s0643.htm","S0643/0001","F","20","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'B'   AGRI - 'D'   B/MATH - 'D'","S0643 DAREDA SECONDARY SCHOOL","DIV-I = 4;  DIV-II = 19;  DIV-III = 31;  DIV-IV = 74;  DIV-0 = 2"
"1548667083-2634","https://matokeo.necta.go.tz/csee/csee.htm","S2626 CHARLOTTE","https://matokeo.necta.go.tz/csee/results/s2626.htm","S2626/0001","F","23","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   B/KNOWL - 'C'   KISW - 'B'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'","S2626 CHARLOTTE SECONDARY SCHOOL","DIV-I = 50;  DIV-II = 33;  DIV-III = 10;  DIV-IV = 0;  DIV-0 = 0"
"1548673973-4220","https://matokeo.necta.go.tz/csee/csee.htm","S0907 ZINGIBARI","https://matokeo.necta.go.tz/csee/results/s0907.htm","S0907/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   E/D/KIISLAMU - 'C'   KISW - 'B'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'","S0907 ZINGIBARI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 15;  DIV-IV = 38;  DIV-0 = 11"
"1548664460-2058","https://matokeo.necta.go.tz/csee/csee.htm","S3211 LUSAKA","https://matokeo.necta.go.tz/csee/results/s3211.htm","S3211/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S3211 LUSAKA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 9;  DIV-IV = 16;  DIV-0 = 0"
"1548677135-4875","https://matokeo.necta.go.tz/csee/csee.htm","P5598 TANGINI OPEN SCHOOL","https://matokeo.necta.go.tz/csee/results/p5598.htm","P5598/0001","F","-","0","HIST - 'F'   GEO - 'F'   LIT ENG - 'F'   BIO - 'F'","P5598 TANGINI OPEN SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 28;  DIV-0 = 6"
"1548662572-1644","https://matokeo.necta.go.tz/csee/csee.htm","S3634 MUGUMU","https://matokeo.necta.go.tz/csee/results/s3634.htm","S3634/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3634 MUGUMU SECONDARY SCHOOL","DIV-I = 4;  DIV-II = 13;  DIV-III = 24;  DIV-IV = 83;  DIV-0 = 50"
"1548679232-5689","https://matokeo.necta.go.tz/csee/csee.htm","P0690 ITUNDU  CENTRE","https://matokeo.necta.go.tz/csee/results/p0690.htm","P0690/0001","F","24","III","CIV - 'D'   HIST - 'D'   KISW - 'B'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","P0690 ITUNDU SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 7;  DIV-0 = 1"
"1548669281-3160","https://matokeo.necta.go.tz/csee/csee.htm","S2070 GUMBIRO","https://matokeo.necta.go.tz/csee/results/s2070.htm","S2070/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'   COMM - 'F'","S2070 GUMBIRO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 15;  DIV-0 = 9"
"1548678800-5509","https://matokeo.necta.go.tz/csee/csee.htm","P1159 EMBARWAY  CENTRE","https://matokeo.necta.go.tz/csee/results/p1159.htm","P1159/0001","F","-","ABS","PHY - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","P1159 EMBARWAY SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 1;  DIV-0 = 3"
"1548678815-5514","https://matokeo.necta.go.tz/csee/csee.htm","P1147 SINON  CENTRE","https://matokeo.necta.go.tz/csee/results/p1147.htm","P1147/0001","F","-","0","HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   B/MATH - 'X'","P1147 SINON SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 34;  DIV-0 = 13"
"1548657684-403","https://matokeo.necta.go.tz/csee/csee.htm","S5030 ARUSHA ISLAMIC BOYS","https://matokeo.necta.go.tz/csee/results/s5030.htm","S5030/0001","M","23","III","CIV - 'C'   HIST - 'C'   GEO - 'D'   E/D/KIISLAMU - 'C'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'D'   COMM - 'D'   B/KEEPING - 'C'","S5030 ARUSHA ISLAMIC BOYS SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 11;  DIV-IV = 16;  DIV-0 = 1"
"1548659237-740","https://matokeo.necta.go.tz/csee/csee.htm","S4642 NYAMAHANGA","https://matokeo.necta.go.tz/csee/results/s4642.htm","S4642/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S4642 NYAMAHANGA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 7;  DIV-III = 10;  DIV-IV = 25;  DIV-0 = 0"
"1548675492-4524","https://matokeo.necta.go.tz/csee/csee.htm","S0558 MWANGA","https://matokeo.necta.go.tz/csee/results/s0558.htm","S0558/0001","F","23","III","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'D'   B/MATH - 'C'","S0558 MWANGA SECONDARY SCHOOL","DIV-I = 9;  DIV-II = 26;  DIV-III = 44;  DIV-IV = 23;  DIV-0 = 0"
"1548679632-5851","https://matokeo.necta.go.tz/csee/csee.htm","P0375 JUMUIYA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0375.htm","P0375/0001","F","31","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P0375 JUMUIYA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 40;  DIV-0 = 10"
"1548679377-5750","https://matokeo.necta.go.tz/csee/csee.htm","P0565 BWASI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0565.htm","P0565/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","P0565 BWASI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 5;  DIV-0 = 2"
"1548670587-3457","https://matokeo.necta.go.tz/csee/csee.htm","S1753 SALAMA","https://matokeo.necta.go.tz/csee/results/s1753.htm","S1753/0001","F","23","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S1753 SALAMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 10;  DIV-IV = 32;  DIV-0 = 14"
"1548674526-4332","https://matokeo.necta.go.tz/csee/csee.htm","S0782 MWIKA","https://matokeo.necta.go.tz/csee/results/s0782.htm","S0782/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S0782 MWIKA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 11;  DIV-III = 28;  DIV-IV = 91;  DIV-0 = 25"
"1548663747-1902","https://matokeo.necta.go.tz/csee/csee.htm","S3369 NDURUMA  DAY","https://matokeo.necta.go.tz/csee/results/s3369.htm","S3369/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S3369 NDURUMA  DAY  SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 14;  DIV-III = 17;  DIV-IV = 67;  DIV-0 = 45"
"1548679636-5852","https://matokeo.necta.go.tz/csee/csee.htm","P0368 IMBORU  CENTRE","https://matokeo.necta.go.tz/csee/results/p0368.htm","P0368/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'","P0368 IMBORU SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 6;  DIV-III = 28;  DIV-IV = 106;  DIV-0 = 11"
"1548658857-649","https://matokeo.necta.go.tz/csee/csee.htm","S4756 NYAMISATI","https://matokeo.necta.go.tz/csee/results/s4756.htm","S4756/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4756 NYAMISATI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 3;  DIV-IV = 28;  DIV-0 = 5"
"1548664134-1997","https://matokeo.necta.go.tz/csee/csee.htm","S3273 BILELE","https://matokeo.necta.go.tz/csee/results/s3273.htm","S3273/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'","S3273 BILELE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 14;  DIV-IV = 46;  DIV-0 = 24"
"1548666748-2560","https://matokeo.necta.go.tz/csee/csee.htm","S2701 LULANZI","https://matokeo.necta.go.tz/csee/results/s2701.htm","S2701/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S2701 LULANZI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 7;  DIV-IV = 37;  DIV-0 = 9"
"1548666204-2448","https://matokeo.necta.go.tz/csee/csee.htm","S2815 KIGUGU","https://matokeo.necta.go.tz/csee/results/s2815.htm","S2815/0001","F","29","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'C'   B/MATH - 'F'","S2815 KIGUGU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 12;  DIV-IV = 36;  DIV-0 = 10"
"1548658817-638","https://matokeo.necta.go.tz/csee/csee.htm","S4767 WAWETU ELISHADDAI","https://matokeo.necta.go.tz/csee/results/s4767.htm","S4767/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'F'","S4767 WAWETU ELISHADDAI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 14;  DIV-IV = 5;  DIV-0 = 1"
"1548679515-5805","https://matokeo.necta.go.tz/csee/csee.htm","P0447 MDABULO  CENTRE","https://matokeo.necta.go.tz/csee/results/p0447.htm","P0447/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","P0447 MDABULO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 3;  DIV-0 = 0"
"1548670757-3492","https://matokeo.necta.go.tz/csee/csee.htm","S1718 BEREGE","https://matokeo.necta.go.tz/csee/results/s1718.htm","S1718/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1718 BEREGE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 6;  DIV-IV = 46;  DIV-0 = 18"
"1548656673-173","https://matokeo.necta.go.tz/csee/csee.htm","S5300 KILIMANJARO ISLAMIC","https://matokeo.necta.go.tz/csee/results/s5300.htm","S5300/0001","F","21","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   E/D/KIISLAMU - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S5300 KILIMANJARO ISLAMIC SECONDARY SCHOOL","DIV-I = 13;  DIV-II = 40;  DIV-III = 7;  DIV-IV = 0;  DIV-0 = 0"
"1548679393-5756","https://matokeo.necta.go.tz/csee/csee.htm","P0550 BUGENE  CENTRE","https://matokeo.necta.go.tz/csee/results/p0550.htm","P0550/0001","F","-","IV","HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'","P0550 BUGENE SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 54;  DIV-0 = 10"
"1548674535-4334","https://matokeo.necta.go.tz/csee/csee.htm","S0780 KALOLENI ISLAMIC SEMINARY","https://matokeo.necta.go.tz/csee/results/s0780.htm","S0780/0001","F","29","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'F'","S0780 KALOLENI ISLAMIC SEMINARY","DIV-I = 2;  DIV-II = 7;  DIV-III = 10;  DIV-IV = 15;  DIV-0 = 1"
"1548657310-326","https://matokeo.necta.go.tz/csee/csee.htm","S5116 LOSIRWAY","https://matokeo.necta.go.tz/csee/results/s5116.htm","S5116/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S5116 LOSIRWAY SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 7;  DIV-IV = 62;  DIV-0 = 19"
"1548662878-1712","https://matokeo.necta.go.tz/csee/csee.htm","S3561 SALMA KIKWETE","https://matokeo.necta.go.tz/csee/results/s3561.htm","S3561/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3561 SALMA KIKWETE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 38;  DIV-IV = 128;  DIV-0 = 70"
"1548662458-1621","https://matokeo.necta.go.tz/csee/csee.htm","S3659 MWAMALA","https://matokeo.necta.go.tz/csee/results/s3659.htm","S3659/0001","F","23","III","CIV - 'D'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'D'","S3659 MWAMALA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 18;  DIV-IV = 16;  DIV-0 = 1"
"1548674298-4286","https://matokeo.necta.go.tz/csee/csee.htm","S0834 PANDANI","https://matokeo.necta.go.tz/csee/results/s0834.htm","S0834/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'D'   ENGL - 'F'   ARABIC LANGUAGE - 'D'   BIO - 'F'   B/MATH - 'F'","S0834 PANDANI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 6;  DIV-IV = 34;  DIV-0 = 17"
"1548671131-3578","https://matokeo.necta.go.tz/csee/csee.htm","S1631 NGULIGULI","https://matokeo.necta.go.tz/csee/results/s1631.htm","S1631/0001","F","30","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'D'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S1631 NGULIGULI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 10;  DIV-III = 8;  DIV-IV = 15;  DIV-0 = 1"
"1548663469-1837","https://matokeo.necta.go.tz/csee/csee.htm","S3434 MTINIKO","https://matokeo.necta.go.tz/csee/results/s3434.htm","S3434/0001","F","23","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   E/D/KIISLAMU - 'C'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S3434 MTINIKO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 36;  DIV-0 = 10"
"1548666614-2530","https://matokeo.necta.go.tz/csee/csee.htm","S2732 MNADANI","https://matokeo.necta.go.tz/csee/results/s2732.htm","S2732/0001","F","24","III","CIV - 'C'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S2732 MNADANI SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 19;  DIV-III = 37;  DIV-IV = 65;  DIV-0 = 14"
"1548667693-2778","https://matokeo.necta.go.tz/csee/csee.htm","S2468 ILONGA","https://matokeo.necta.go.tz/csee/results/s2468.htm","S2468/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2468 ILONGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 10;  DIV-IV = 26;  DIV-0 = 10"
"1548677210-4897","https://matokeo.necta.go.tz/csee/csee.htm","P5486 NEW ERA MONTENSORI  CENTRE","https://matokeo.necta.go.tz/csee/results/p5486.htm","P5486/0001","F","28","IV","CIV - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'D'   LIT ENG - 'D'   BIO - 'F'   B/MATH - 'F'   COMM - 'F'","P5486 NEW ERA MONTENSORI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 6;  DIV-0 = 1"
"1548667002-2612","https://matokeo.necta.go.tz/csee/csee.htm","S2648 GUNDA","https://matokeo.necta.go.tz/csee/results/s2648.htm","S2648/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S2648 GUNDA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 14;  DIV-IV = 41;  DIV-0 = 24"
"1548664717-2115","https://matokeo.necta.go.tz/csee/csee.htm","S3154 SIMBANI","https://matokeo.necta.go.tz/csee/results/s3154.htm","S3154/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S3154 SIMBANI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 11;  DIV-IV = 65;  DIV-0 = 52"
"1548657438-348","https://matokeo.necta.go.tz/csee/csee.htm","S5090 KAKUBILO","https://matokeo.necta.go.tz/csee/results/s5090.htm","S5090/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S5090 KAKUBILO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 12;  DIV-IV = 48;  DIV-0 = 74"
"1548679625-5849","https://matokeo.necta.go.tz/csee/csee.htm","P0378 HEGONGO  CENTRE","https://matokeo.necta.go.tz/csee/results/p0378.htm","P0378/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","P0378 HEGONGO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 6;  DIV-0 = 3"
"1548660705-1053","https://matokeo.necta.go.tz/csee/csee.htm","S4275 MBIGILI","https://matokeo.necta.go.tz/csee/results/s4275.htm","S4275/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S4275 MBIGILI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 4;  DIV-IV = 12;  DIV-0 = 11"
"1548672010-3788","https://matokeo.necta.go.tz/csee/csee.htm","S1398 MWINGIRO","https://matokeo.necta.go.tz/csee/results/s1398.htm","S1398/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1398 MWINGIRO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 8;  DIV-IV = 23;  DIV-0 = 14"
"1548658596-584","https://matokeo.necta.go.tz/csee/csee.htm","S4826 ORKINE","https://matokeo.necta.go.tz/csee/results/s4826.htm","S4826/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4826 ORKINE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 1;  DIV-IV = 6;  DIV-0 = 2"
"1548668001-2845","https://matokeo.necta.go.tz/csee/csee.htm","S2396 BAMBI","https://matokeo.necta.go.tz/csee/results/s2396.htm","S2396/0001","F","31","IV","CIV - 'F'   GEO - 'D'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'F'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S2396 BAMBI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 1;  DIV-IV = 32;  DIV-0 = 15"
